"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"0500000US13057","Cherokee County, Georgia","129850","3620","127490","3616","58437","3644","69053","4191","2360","1039","105101","4313","103381","4223","38807","3779","64574","4511","1720","854","9648","2195","9563","2175","5698","1689","3865","1418","85","130","355","407","355","407","0","226","355","407","0","226","972","674","972","674","832","713","140","165","0","226","1560","984","1005","702","886","699","119","143","555","732","12214","2257"
"0500000US13215","Muscogee County, Georgia","79353","3001","72698","2835","65515","2917","7183","1520","6655","1734","61189","3280","56393","3102","50804","3081","5589","1290","4796","1428","9516","2103","8534","2008","7233","1949","1301","765","982","798","942","702","942","702","942","702","0","226","0","226","2857","654","2782","640","2764","644","18","35","75","127","2503","1137","1701","867","1426","855","275","415","802","544","2346","785"
"0500000US15001","Hawaii County, Hawaii","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18127","Porter County, Indiana","79899","2436","73159","2574","44670","2690","28489","2745","6740","1382","69132","3062","63371","3140","36098","2637","27273","2792","5761","1306","5419","1617","4834","1479","3855","1396","979","462","585","441","463","274","133","178","50","83","83","151","330","219","1398","721","1398","721","1398","721","0","198","0","198","624","387","560","362","406","346","154","162","64","103","2863","961"
"0500000US24510","Baltimore city, Maryland","281145","5234","271028","5093","166707","5626","104321","4679","10117","1667","174805","5738","169953","5504","91318","4461","78635","4461","4852","1144","26163","3295","25715","3257","16551","2437","9164","2047","448","353","45428","3904","40794","3972","27742","3069","13052","2302","4634","1114","15818","2088","15722","2069","14256","1891","1466","556","96","152","7017","1414","6930","1406","4926","1210","2004","868","87","98","11914","2070"
"0500000US42063","Indiana County, Pennsylvania","35745","2009","35422","2038","27263","1823","8159","1057","323","156","28907","1918","28638","1940","21460","1612","7178","991","269","140","2927","828","2927","828","2097","678","830","398","0","177","20","46","20","46","20","46","0","177","0","177","2177","770","2135","761","2000","716","135","149","42","71","554","309","542","310","526","307","16","27","12","21","1160","533"
"0500000US05143","Washington County, Arkansas","113275","4049","111704","4057","91869","4374","19835","2941","1571","956","83065","4330","81677","4296","64952","3857","16725","2744","1388","913","17055","2602","16872","2601","13886","2362","2986","1281","183","241","899","571","899","571","899","571","0","201","0","201","2521","1047","2521","1047","2521","1047","0","201","0","201","1141","645","1141","645","1017","614","124","150","0","201","8594","1835"
"0500000US12087","Monroe County, Florida","39184","1990","38396","2015","36193","2088","2203","832","788","438","28740","2148","28528","2181","26431","2166","2097","786","212","132","2079","725","2042","733","1986","727","56","100","37","64","219","215","219","215","169","168","50","87","0","229","1239","492","1132","439","1132","439","0","229","107","141","5093","1137","4661","1118","4661","1118","0","229","432","385","1814","680"
"0500000US17099","LaSalle County, Illinois","51637","2073","51278","2025","34664","2359","16614","1861","359","255","44829","1919","44626","1929","29093","2176","15533","1771","203","130","3385","976","3385","976","2382","863","1003","474","0","190","0","190","0","190","0","190","0","190","0","190","634","372","634","372","634","372","0","190","0","190","1056","772","900","599","822","572","78","101","156","225","1733","600"
"0500000US19113","Linn County, Iowa","118171","2805","117602","2775","106062","3228","11540","1896","569","342","101131","3103","100632","3103","90778","3371","9854","1590","499","333","9286","1996","9286","1996","7817","1877","1469","594","0","163","382","291","382","291","382","291","0","163","0","163","1716","771","1716","771","1649","781","67","109","0","163","1220","624","1150","606","1000","600","150","165","70","115","4436","1139"
"0500000US33009","Grafton County, New Hampshire","47181","1886","43172","2039","37620","1939","5552","1202","4009","879","35685","1919","32070","1969","27451","1846","4619","1077","3615","876","4399","992","4367","991","4021","995","346","223","32","41","443","274","365","247","365","247","0","192","78","128","2970","1009","2888","996","2301","659","587","758","82","94","751","389","549","333","549","333","0","192","202","194","2933","708"
"0500000US39049","Franklin County, Ohio","672189","8923","668469","8661","595969","9207","72500","4949","3720","991","539928","11000","537704","10912","473052","9594","64652","4424","2224","779","58119","6640","57129","6530","50398","6442","6731","1655","990","642","15684","2079","15565","2102","14890","2056","675","352","119","151","17816","2311","17777","2311","17615","2290","162","160","39","71","8141","1379","7793","1405","7513","1365","280","232","348","241","32501","2928"
"0500000US53005","Benton County, Washington","87047","3136","85682","3049","71026","3749","14656","2651","1365","583","73057","3690","71798","3648","58678","4096","13120","2659","1259","583","6858","1642","6752","1654","5522","1592","1230","541","106","127","682","387","682","387","548","370","134","165","0","204","1268","700","1268","700","1211","693","57","100","0","204","712","414","712","414","597","389","115","144","0","204","4470","1432"
"0500000US53073","Whatcom County, Washington","104115","4167","103055","4261","93785","4288","9270","2009","1060","707","80014","4455","79512","4414","71622","4079","7890","1923","502","339","9755","2032","9583","2007","8386","1870","1197","774","172","203","2309","1166","2278","1159","2278","1159","0","204","31","54","2356","867","2356","867","2327","863","29","50","0","204","3037","1221","2682","1050","2528","1127","154","256","355","579","6644","1572"
"0500000US01081","Lee County, Alabama","73342","3223","61467","3477","52395","3299","9072","1849","11875","2053","61013","3668","49927","3753","41218","3561","8709","1839","11086","2013","6013","1834","5286","1760","4963","1728","323","293","727","509","859","510","859","510","859","510","0","201","0","201","1828","921","1819","919","1779","930","40","85","9","15","602","418","549","403","549","403","0","201","53","85","3027","955"
"0500000US02020","Anchorage Municipality, Alaska","149695","3375","148923","3345","144936","3239","3987","1019","772","433","114872","3397","114628","3419","113156","3396","1472","595","244","218","16914","2503","16868","2499","16371","2376","497","437","46","76","1928","926","1828","847","1428","766","400","349","100","159","3342","1189","3156","1171","3053","1137","103","109","186","290","6084","1566","5888","1520","4373","1276","1515","795","196","199","6555","1443"
"0500000US11001","District of Columbia, District of Columbia","378255","5717","282628","5576","282628","5576","0","213","95627","4706","129349","6208","76543","4551","76543","4551","0","213","52806","3627","19352","2740","14001","1928","14001","1928","0","213","5351","1712","130216","5441","98898","4746","98898","4746","0","213","31318","3163","50327","3557","48472","3467","48472","3467","0","213","1855","735","25812","2673","21515","2078","21515","2078","0","213","4297","1356","23199","2792"
"0500000US17115","Macon County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18167","Vigo County, Indiana","49946","2209","48531","2336","42414","2463","6117","1292","1415","744","40411","2617","39291","2735","34033","2612","5258","1264","1120","688","4990","1284","4776","1245","4041","1010","735","510","214","198","84","119","84","119","84","119","0","198","0","198","2696","607","2696","607","2641","577","55","89","0","198","454","302","373","272","304","249","69","110","81","135","1311","599"
"0500000US22019","Calcasieu Parish, Louisiana","88816","3489","85678","3640","81994","3928","3684","1293","3138","1202","73385","3882","70835","4092","67693","4347","3142","1306","2550","1116","9631","2180","9215","2198","8755","2142","460","447","416","305","0","217","0","217","0","217","0","217","0","217","1216","894","1216","894","1216","894","0","217","0","217","1438","912","1266","864","1184","863","82","134","172","220","3146","1426"
"0500000US22097","St. Landry Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US25023","Plymouth County, Massachusetts","261454","5348","257961","5387","144328","5677","113633","4725","3493","943","203124","6384","200237","6296","111153","5226","89084","4522","2887","851","20901","2912","20809","2897","12781","2334","8028","1574","92","152","16649","2016","16603","2014","1596","917","15007","1825","46","75","4427","1382","4188","1310","3558","1235","630","373","239","236","3532","1220","3303","1208","2419","1099","884","453","229","223","12821","1894"
"0500000US39157","Tuscarawas County, Ohio","43835","1686","43201","1798","31833","1909","11368","1420","634","505","36389","2748","36163","2763","26369","2588","9794","1422","226","200","3709","1013","3336","997","2241","732","1095","534","373","467","52","88","52","88","52","88","0","195","0","195","309","237","309","237","309","237","0","195","0","195","2271","1462","2236","1464","1757","1302","479","503","35","57","1105","552"
"0500000US40125","Pottawatomie County, Oklahoma","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48441","Taylor County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48471","Walker County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US50007","Chittenden County, Vermont","90459","2486","89553","2503","82684","2514","6869","1265","906","496","63753","2936","63173","2973","57972","2789","5201","1068","580","410","8564","1641","8410","1567","7154","1432","1256","598","154","229","1684","550","1684","550","1446","514","238","161","0","157","6839","1595","6819","1593","6696","1619","123","157","20","34","3631","1038","3479","1031","3428","1003","51","81","152","209","5988","1348"
"0500000US54107","Wood County, West Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US56025","Natrona County, Wyoming","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06073","San Diego County, California","1649210","13232","1637565","14112","1603130","14691","34435","3212","11645","2225","1261446","15377","1253161","15561","1225272","16213","27889","2976","8285","1997","144405","6880","143799","6846","140048","6859","3751","974","606","377","43630","4157","43262","4115","42458","4061","804","376","368","323","50911","5226","50306","5174","49842","5154","464","449","605","531","39969","4024","38188","4001","36661","4000","1527","745","1781","565","108849","5820"
"0500000US12021","Collier County, Florida","158519","3769","155452","3712","142596","4302","12856","2639","3067","954","114475","5080","112427","5098","101175","4965","11252","2524","2048","782","24458","4092","24365","4103","22877","4071","1488","869","93","122","1051","561","928","539","928","539","0","229","123","153","2651","1375","2608","1355","2608","1355","0","229","43","72","2525","799","1765","685","1649","684","116","154","760","403","13359","2138"
"0500000US12086","Miami-Dade County, Florida","1355325","12434","1349334","12438","1250695","13774","98639","7045","5991","1383","1037176","14093","1033585","13794","950063","15018","83522","6360","3591","1047","117965","7007","117471","7069","106971","6349","10500","2832","494","457","61974","5895","61692","5917","58918","5844","2774","1407","282","283","26191","3474","25756","3380","25215","3330","541","492","435","293","39991","4274","38802","4329","37500","4219","1302","701","1189","519","72028","6226"
"0500000US20045","Douglas County, Kansas","67779","2703","64037","2924","46862","3489","17175","2379","3742","1350","50876","3266","48362","3169","33205","3196","15157","1944","2514","944","6684","1666","6494","1640","4502","1366","1992","1068","190","249","2026","1282","2026","1282","2026","1282","0","177","0","177","4178","1360","3302","1286","3276","1285","26","51","876","880","835","497","673","459","673","459","0","177","162","197","3180","902"
"0500000US37101","Johnston County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39017","Butler County, Ohio","181083","3968","177509","3818","105997","4362","71512","3245","3574","1159","153595","4829","150231","4567","84421","4134","65810","3532","3364","1149","10980","2111","10888","2103","6106","1571","4782","1278","92","140","1260","628","1224","616","447","394","777","436","36","51","4906","1721","4906","1721","4763","1717","143","175","0","195","1224","574","1142","567","1142","567","0","195","82","100","9118","1412"
"0500000US42033","Clearfield County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US45057","Lancaster County, South Carolina","42496","2315","29272","2784","18613","2093","10659","2148","13224","2236","33961","2058","22289","2286","13108","1584","9181","1914","11672","2049","3682","1354","2352","877","1262","543","1090","729","1330","882","222","330","0","214","0","214","0","214","222","330","158","180","158","180","158","180","0","214","0","214","1413","743","1413","743","1025","622","388","410","0","214","3060","1403"
"0500000US48121","Denton County, Texas","460837","6207","455115","6198","227642","6884","227473","6972","5722","1811","375447","7833","372145","7721","165890","7498","206255","6820","3302","1007","35234","4021","34252","3734","18425","2444","15827","2265","982","1250","4008","1059","3849","1063","1284","613","2565","941","159","225","6862","1653","6777","1674","5951","1636","826","491","85","142","6127","1479","4933","1435","2933","1170","2000","695","1194","894","33159","3572"
"0500000US48453","Travis County, Texas","696725","9264","693094","9235","625363","11162","67731","5882","3631","1085","524431","10242","522467","10223","463434","11077","59033","5395","1964","668","55773","5163","55444","5105","48288","5040","7156","2124","329","398","18960","2529","18874","2538","18264","2431","610","571","86","138","16384","2741","16040","2663","15548","2576","492","413","344","274","14082","2456","13174","2523","12734","2489","440","343","908","575","67095","5612"
"0500000US51013","Arlington County, Virginia","154089","2850","90067","3479","51086","3202","38981","2673","64022","2865","73696","3917","49455","3367","19194","2302","30261","2619","24241","1859","9002","1768","3590","1234","1785","734","1805","796","5412","1224","44552","3117","13271","2223","8079","1519","5192","1223","31281","2499","7649","1628","7270","1619","6675","1585","595","319","379","273","5601","1434","2892","962","1764","688","1128","627","2709","848","13589","2308"
"0500000US13185","Lowndes County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17001","Adams County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US17037","DeKalb County, Illinois","51791","2430","51060","2462","31338","2531","19722","2164","731","467","41669","2780","41126","2839","23282","2591","17844","2020","543","403","4276","1464","4201","1475","2992","1273","1209","629","75","114","911","456","911","456","507","322","404","279","0","190","1916","777","1916","777","1673","669","243","308","0","190","461","321","348","246","326","244","22","40","113","191","2558","766"
"0500000US17199","Williamson County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18063","Hendricks County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US19155","Pottawattamie County, Iowa","44776","1787","26109","1929","24694","1880","1415","470","18667","1545","38134","1835","21205","1836","20096","1756","1109","405","16929","1544","3944","873","2416","683","2345","682","71","79","1528","461","130","134","130","134","97","127","33","45","0","163","507","286","480","276","480","276","0","163","27","47","896","582","713","442","511","343","202","265","183","200","1165","528"
"0500000US24021","Frederick County, Maryland","132102","3052","119631","3311","77255","4191","42376","3468","12471","1642","106637","3491","97464","3464","59409","3683","38055","3248","9173","1438","11187","1799","9551","1761","5956","1253","3595","1098","1636","635","2217","576","1011","435","456","289","555","268","1206","411","2254","645","2185","649","2165","645","20","36","69","79","1205","478","818","387","667","368","151","178","387","273","8602","1685"
"0500000US26075","Jackson County, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26139","Ottawa County, Michigan","149034","3287","148336","3316","90808","3444","57528","3453","698","355","123299","3100","122745","3053","70805","3523","51940","3001","554","330","12418","3125","12384","3122","8300","2524","4084","1324","34","58","1685","834","1647","831","695","426","952","666","38","62","3422","724","3399","720","3159","663","240","196","23","38","1636","744","1587","742","1275","629","312","335","49","83","6574","1293"
"0500000US31109","Lancaster County, Nebraska","173542","3221","172504","3229","164810","3230","7694","1291","1038","446","140286","3692","139606","3711","132708","3533","6898","1121","680","336","14541","2268","14379","2243","13621","2212","758","405","162","202","1883","618","1883","618","1883","618","0","161","0","161","6173","1024","6096","996","6096","996","0","161","77","129","2705","786","2586","761","2548","755","38","66","119","190","7954","1515"
"0500000US33005","Cheshire County, New Hampshire","39169","2297","32764","2514","29689","2483","3075","766","6405","1205","31054","2192","25303","2412","22483","2338","2820","770","5751","1136","2404","666","1830","598","1661","577","169","128","574","345","155","165","114","143","114","143","0","192","41","70","980","464","941","454","941","454","0","192","39","63","1069","870","1069","870","983","852","86","127","0","192","3507","992"
"0500000US37051","Cumberland County, North Carolina","151941","3499","150235","3531","133387","3512","16848","2211","1706","734","120839","3997","119418","3941","105393","3743","14025","1972","1421","646","14219","2011","14193","2001","11604","1783","2589","868","26","44","717","386","717","386","717","386","0","210","0","210","8789","1443","8712","1457","8712","1457","0","210","77","102","2980","929","2798","901","2564","890","234","234","182","221","4397","1012"
"0500000US48113","Dallas County, Texas","1309862","11713","1302314","11759","1074230","12007","228084","7870","7548","1633","1029778","15125","1024965","14860","830249","14032","194716","7029","4813","1317","143970","8408","143073","8416","115838","7521","27235","3402","897","522","33281","4120","33011","4092","30068","3643","2943","1048","270","290","20917","2168","20744","2147","19745","2193","999","449","173","147","17977","2660","16582","2573","14391","2430","2191","939","1395","694","63939","4652"
"0500000US51199","York County, Virginia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US55117","Sheboygan County, Wisconsin","58557","1772","58347","1753","49514","1673","8833","1136","210","172","51280","1908","51091","1887","42768","1693","8323","1083","189","155","3427","1169","3427","1169","3055","1156","372","194","0","151","178","151","157","148","107","120","50","87","21","36","998","398","998","398","983","397","15","24","0","151","492","361","492","361","419","330","73","87","0","151","2182","630"
"0500000US08059","Jefferson County, Colorado","318721","4780","316256","4809","156588","5236","159668","6210","2465","902","248350","5173","246710","5178","108742","4596","137968","5713","1640","750","22011","2886","21934","2870","10304","1891","11630","2119","77","128","9320","1553","9206","1585","1142","598","8064","1537","114","145","5210","1199","5156","1195","4556","1064","600","402","54","93","3798","894","3218","833","1812","686","1406","502","580","347","30032","3007"
"0500000US13255","Spalding County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US18003","Allen County, Indiana","181254","4193","178892","4353","163187","4379","15705","1979","2362","576","151663","4486","149862","4651","136527","4621","13335","1869","1801","601","15444","2591","15047","2519","12816","2286","2231","817","397","300","915","580","915","580","915","580","0","198","0","198","3075","873","3015","871","2954","845","61","107","60","101","2689","1062","2585","1092","2507","1102","78","131","104","129","7468","1790"
"0500000US28089","Madison County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US34015","Gloucester County, New Jersey","144981","3739","118113","3690","66700","3484","51413","3346","26868","2506","120294","4107","96752","3975","51459","3405","45293","3127","23542","2451","11637","2209","10040","2145","5296","1263","4744","1653","1597","677","2856","1000","1257","567","909","528","348","236","1599","771","1754","663","1754","663","1251","452","503","442","0","210","1892","924","1762","929","1237","827","525","361","130","159","6548","1347"
"0500000US34029","Ocean County, New Jersey","256530","5322","246873","5535","155407","5867","91466","4992","9657","1755","208998","5380","203371","5473","120165","5467","83206","4730","5627","1246","20736","3229","20248","3222","13589","2685","6659","1333","488","347","4076","975","975","521","661","466","314","237","3101","840","2963","931","2709","873","2535","882","174","198","254","248","5074","1481","4887","1471","3774","1376","1113","588","187","183","14683","2093"
"0500000US36009","Cattaraugus County, New York","33644","1511","32778","1485","24574","1482","8204","945","866","220","27060","1680","26227","1675","19511","1532","6716","858","833","218","3189","644","3156","643","1832","469","1324","479","33","55","83","81","83","81","60","69","23","27","0","201","1462","568","1462","568","1396","560","66","68","0","201","570","323","570","323","495","311","75","75","0","201","1280","356"
"0500000US36055","Monroe County, New York","354532","5020","353466","5004","334367","4782","19099","1646","1066","491","286659","4851","285845","4834","268834","4629","17011","1539","814","439","27295","3204","27253","3195","25473","3045","1780","609","42","70","9974","1449","9974","1449","9889","1446","85","111","0","201","10250","1639","10250","1639","10074","1637","176","186","0","201","4255","1083","4045","1062","3998","1056","47","76","210","201","16099","1955"
"0500000US37027","Caldwell County, North Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US37063","Durham County, North Carolina","167779","3934","166876","3998","114142","5155","52734","4425","903","543","129546","4772","129119","4724","83171","5027","45948","4069","427","324","13936","3134","13557","3055","10322","2403","3235","1262","379","458","4893","1532","4893","1532","2599","1095","2294","1174","0","210","4966","1258","4966","1258","4748","1232","218","190","0","210","4819","1596","4722","1609","3683","1425","1039","655","97","159","9619","1892"
"0500000US42025","Carbon County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US42069","Lackawanna County, Pennsylvania","100519","2795","99560","2902","78655","2951","20905","2272","959","429","78818","3267","78044","3335","60785","3129","17259","1943","774","384","10820","1565","10769","1569","7729","1336","3040","777","51","61","1195","697","1166","696","804","660","362","287","29","36","3520","813","3520","813","3432","804","88","90","0","177","1607","715","1502","700","1346","657","156","197","105","159","4559","1013"
"0500000US48213","Henderson County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US49035","Salt Lake County, Utah","592292","7088","587982","7263","543516","7623","44466","3311","4310","922","440811","7575","438162","7610","401023","7603","37139","2956","2649","798","70071","5324","69778","5325","63819","5176","5959","1363","293","219","18934","2752","18901","2753","17591","2664","1310","581","33","55","13073","2286","12483","2189","12483","2189","0","193","590","458","8977","1652","8232","1531","8174","1538","58","94","745","485","40426","3519"
"0500000US12001","Alachua County, Florida","128708","4866","127653","4913","120314","4919","7339","1746","1055","634","96955","5204","96577","5232","89930","5038","6647","1683","378","380","13971","3359","13438","3304","12911","3324","527","316","533","548","3713","1134","3708","1129","3708","1129","0","229","5","11","2407","1085","2335","1074","2191","1048","144","244","72","135","4132","1366","4065","1367","4044","1366","21","36","67","113","7530","1573"
"0500000US17119","Madison County, Illinois","127404","3208","89219","3985","72251","4110","16968","2081","38185","2860","107726","3967","73766","3632","58383","3447","15383","1927","33960","2643","10577","2356","7472","1865","6073","1737","1399","672","3105","1305","1476","635","605","377","530","382","75","126","871","501","1364","762","1364","762","1364","762","0","190","0","190","792","431","543","345","432","296","111","165","249","211","5469","1364"
"0500000US18105","Monroe County, Indiana","69859","3147","69361","3185","60705","3557","8656","1637","498","381","49548","2896","49050","2862","41892","2819","7158","1407","498","381","7405","1666","7405","1666","5975","1589","1430","846","0","198","1923","768","1923","768","1923","768","0","198","0","198","5752","1400","5752","1400","5684","1406","68","119","0","198","1829","732","1829","732","1829","732","0","198","0","198","3402","904"
"0500000US19169","Story County, Iowa","50659","2333","50511","2351","44731","2455","5780","1106","148","195","35438","2215","35290","2249","30093","2110","5197","1089","148","195","4062","1080","4062","1080","3595","1035","467","272","0","163","3916","1067","3916","1067","3888","1065","28","40","0","163","3474","862","3474","862","3474","862","0","163","0","163","1337","576","1337","576","1249","557","88","133","0","163","2432","855"
"0500000US39101","Marion County, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US39173","Wood County, Ohio","66600","2066","64565","2134","35179","2030","29386","2097","2035","659","58018","2300","56114","2463","28720","2098","27394","2147","1904","661","3915","1010","3784","996","2064","655","1720","769","131","151","0","195","0","195","0","195","0","195","0","195","1800","720","1800","720","1692","697","108","159","0","195","821","401","821","401","657","322","164","154","0","195","2046","1124"
"0500000US42011","Berks County, Pennsylvania","205162","3514","203811","3623","148380","4843","55431","3731","1351","535","162496","3631","161510","3601","113866","4162","47644","3319","986","466","19614","2568","19530","2567","12801","1953","6729","1826","84","133","4025","1208","3899","1192","3623","1187","276","153","126","126","6154","1344","6047","1369","5889","1372","158","174","107","176","4067","1761","4019","1757","3395","1637","624","397","48","81","8806","1674"
"0500000US47155","Sevier County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US48099","Coryell County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US51121","Montgomery County, Virginia","40370","2727","39899","2717","31591","2722","8308","1941","471","377","31949","2845","31537","2826","24183","2727","7354","1895","412","367","2527","926","2479","946","1669","691","810","648","48","84","1245","727","1234","716","1155","652","79","141","11","22","1773","672","1773","672","1708","668","65","74","0","206","809","470","809","470","809","470","0","206","0","206","2067","914"
